Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Shrug It Off,Reaper,Sword Boomerang,Feel No Pain,Whirlwind,Dropkick,Thunderclap,Fiend Fire,Demon Form,Iron Wave,Rage,Juggernaut,True Grit,Whirlwind,True Grit,Double Tap,Cleave,Headbutt
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Twin Strike,Armaments,Flame Barrier,Reaper,Shrug It Off,Heavy Blade,Flex,Demon Form,Iron Wave,Rage,Flame Barrier,Armaments,Whirlwind,Shrug It Off,Intimidate
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Iron Wave,True Grit,Offering,Rampage,Cleave,Metallicize,Cleave,Armaments,Body Slam,Berserk,Second Wind,Thunderclap,Doubt,Bash,Flame Barrier,Twin Strike,Uppercut,Cleave
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Flex,Burning Pact,Pommel Strike,Bash,Madness,Iron Wave,Perfected Strike,Sword Boomerang,Shrug It Off,Heavy Blade,Uppercut,Berserk,True Grit,Body Slam,Rage,Armaments,Cleave,Thunderclap,Armaments,Flame Barrier,Whirlwind
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Double Tap,Armaments,Flex,Battle Trance,Shrug It Off,Jack Of All Trades,Iron Wave,Whirlwind,Flame Barrier,Impervious,Berserk
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Whirlwind,Iron Wave,Perfected Strike,True Grit,Barricade,Cleave,Shrug It Off,Thunderclap,Juggernaut,Fire Breathing,Battle Trance,Armaments,Thunderclap,Dropkick
Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Bash,Flex,Metallicize,Shrug It Off,Thunderclap,Hemokinesis,Demon Form,Battle Trance,Reaper,Iron Wave,Intimidate,Battle Trance,Perfected Strike,Perfected Strike,Armaments,Whirlwind,Shrug It Off
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Sword Boomerang,Infernal Blade,Anger,Flex,Perfected Strike,Metallicize,Seeing Red,Juggernaut,Cleave,Iron Wave,Body Slam,Infernal Blade,Twin Strike
Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Sword Boomerang,Infernal Blade,Twin Strike,Iron Wave,Uppercut,Sword Boomerang,Clothesline,Offering,Shrug It Off,Feed,Cleave,Body Slam,Seeing Red,Armaments,Cleave,Perfected Strike,Blood for Blood
Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Heavy Blade,Flex,Iron Wave,Clash,Feed,Sword Boomerang,Anger
Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Thunderclap,Shrug It Off,Immolate
Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Sword Boomerang,Perfected Strike,Flame Barrier,True Grit,Cleave,Shrug It Off,Flex
Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Pommel Strike,Metallicize,Body Slam,Sword Boomerang,Doubt
Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Pommel Strike,Headbutt,Iron Wave,Flame Barrier,Cleave,Battle Trance,Clash,Flex,Sword Boomerang,Shrug It Off,Mind Blast,Double Tap,Seeing Red,True Grit,Thunderclap,Dramatic Entrance,Feed,Shrug It Off
Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Flame Barrier,Metallicize,Mind Blast,Twin Strike,Pommel Strike,Combust,Heavy Blade,Pommel Strike,Shrug It Off,Sword Boomerang,Infernal Blade,Thunderclap,Juggernaut,Cleave,Dual Wield,Rampage,Iron Wave,Cleave,Metallicize,Rampage
Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Perfected Strike,Clothesline,Flex,Thunderclap,Cleave,Iron Wave,Reaper,Shockwave,Berserk,Metallicize,True Grit,Armaments,Barricade,Shrug It Off,Double Tap,Madness,Madness,Metallicize,Fire Breathing
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Shrug It Off,Thunderclap,Perfected Strike,Fire Breathing,Juggernaut,Twin Strike,Barricade,Metallicize
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Heavy Blade,Battle Trance,Twin Strike,Double Tap,Twin Strike,Cleave,Iron Wave,Barricade,Armaments,Body Slam,Apotheosis
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash
Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Inflame,Whirlwind,Twin Strike,Armaments,Thunderclap,Flex,Iron Wave,Limit Break,Clothesline,Bludgeon,Infernal Blade,Iron Wave
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Whirlwind,Cleave,Shrug It Off,True Grit,Pommel Strike,Body Slam,Berserk,Seeing Red,Thunderclap,Iron Wave
Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Intimidate,Bludgeon,Flex,Fire Breathing,Whirlwind,Metallicize,Reaper,Perfected Strike,Armaments,Pommel Strike,Rage,Flame Barrier
Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Flame Barrier,Iron Wave,Shrug It Off,Bludgeon,Inflame,Shrug It Off,Iron Wave,Sword Boomerang,Limit Break,Thunderclap,Armaments,Body Slam,Dropkick,Intimidate,Uppercut,Reaper,Feed,Metallicize,Madness,Madness,Iron Wave,Metallicize,Whirlwind
Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Cleave,Shrug It Off,Spot Weakness,Shrug It Off,Apotheosis,Sword Boomerang,Demon Form,Infernal Blade,Flame Barrier,J.A.X.,Intimidate,Heavy Blade,Battle Trance,Limit Break,Heavy Blade,Madness,Madness
Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Body Slam,Heavy Blade,Shrug It Off,Inflame,Combust,Headbutt,Cleave,Clothesline,Barricade,Armaments,Rage,Reaper,Armaments,Flex
Strike_R,Strike_R,Strike_R,Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Heavy Blade,Flex,Shrug It Off,Cleave,Pommel Strike,Clothesline,Fire Breathing,Seeing Red,Spot Weakness,Reaper,Juggernaut,Flame Barrier
Strike_R,Strike_R,Defend_R,Defend_R,Defend_R,Defend_R,Bash,Whirlwind,Clothesline,Seeing Red,Armaments,Feed,Bludgeon,Dropkick,Double Tap,Inflame,Iron Wave,True Grit
